gene,cluster
TFB1M,5
TFB2M,5
TFCP2,0
TFCP2L1,0
TFDP1,2
TFE3,0
TFG,5
TFIP11,0
TFPI,4
TFPI2,1
TFRC,4
TGDS,5
TGFA,1
TGFB1,4
TGFB1I1,1
TGFB2,1
TGFB3,1
TGFBR2,3
TGFBR3,2
TGFBR3L,3
TGIF1,5
TGM1,5
TGM2,0
TGOLN2,2
TGS1,5
THADA,0
THAP1,3
THAP10,5
THAP11,5
THAP2,3
THAP5,3
THAP6,1
THAP7,5
THAP7-AS1,5
THAP8,1
THAP9,4
THAP9-AS1,3
THBS3,1
THBS4,4
THEM4,5
THEM6,2
THEMIS2,5
THG1L,0
THNSL1,5
THOC1,5
THOC2,4
THOC3,2
THOC7,0
THRA,0
THRAP3,5
THRIL,2
THSD1,5
THSD4,3
THUMPD1,5
THUMPD3,4
THUMPD3-AS1,5
TIA1,4
TIAL1,5
TIAM1,0
TIAM1-AS1,5
TIAM2,5
TICAM1,1
TICRR,5
TIFA,5
TIGAR,5
TIGD1,5
TIGD2,1
TIGD3,1
TIGD4,5
TIGD6,5
TIGD7,3
TIMELESS,4
TIMM10,5
TIMM10B,5
TIMM13,4
TIMM17A,5
TIMM17B,4
TIMM21,3
TIMM23,5
TIMM23B,3
TIMM29,4
TIMM8A,5
TIMM8B,5
TIMM9,5
TIMP1,0
TIMP2,2
TINCR,3
TINF2,5
TIPARP,5
TIPIN,5
TJAP1,5
TJP1,4
TK1,4
TK2,4
TKFC,0
TKT,4
TLCD1,4
TLCD5,1
TLDC2,0
TLE2,4
TLE4,5
TLE5,0
TLK2,5
TLL1,4
TLL2,4
TLN1,0
TLN2,0
TLNRD1,4
TLR5,3
TLR6,3
TLX3,5
TM2D1,5
TM2D2,5
TM2D3,5
TM6SF1,0
TM7SF2,0
TM7SF3,4
TM9SF1,3
TMA16,5
TMA7,5
TMBIM1,4
TMBIM4,4
TMC3-AS1,4
TMC5,3
TMC6,1
TMCC1,5
TMCC1-DT,1
TMCC2,4
TMCO1-AS1,1
TMCO4,2
TMCO6,5
TMED10,3
TMED10P1,1
TMED2,5
TMED5,0
TMED6,3
TMED7,3
TMED9,0
TMEFF1,4
TMEFF2,4
TMEM100,4
TMEM101,5
TMEM102,5
TMEM106B,5
TMEM107,4
TMEM11,5
TMEM116,5
TMEM117,1
TMEM120A,4
TMEM121,1
TMEM121B,3
TMEM126A,1
TMEM126B,5
TMEM127,1
TMEM128,1
TMEM129,2
TMEM131,2
TMEM132A,0
TMEM132E,4
TMEM134,5
TMEM138,5
TMEM140,4
TMEM141,1
TMEM145,3
TMEM147,4
TMEM147-AS1,1
TMEM14A,5
TMEM14B,1
TMEM150C,4
TMEM158,4
TMEM160,0
TMEM161B,1
TMEM161B-DT,4
TMEM163,3
TMEM165,2
TMEM167A,5
TMEM167B,5
TMEM169,5
TMEM17,0
TMEM170A,5
TMEM170B,4
TMEM171,3
TMEM175,0
TMEM177,5
TMEM179B,2
TMEM18,5
TMEM181,0
TMEM182,1
TMEM183A,4
TMEM183BP,4
TMEM185B,4
TMEM186,5
TMEM187,3
TMEM19,2
TMEM191A,3
TMEM192,5
TMEM198,1
TMEM198B,1
TMEM200C,3
TMEM203,5
TMEM205,5
TMEM208,5
TMEM214,3
TMEM216,5
TMEM217,5
TMEM218,5
TMEM219,4
TMEM220,1
TMEM221,4
TMEM223,1
TMEM229B,4
TMEM234,5
TMEM242,5
TMEM25,3
TMEM250,4
TMEM254-AS1,3
TMEM255A,2
TMEM256,4
TMEM258,5
TMEM259,4
TMEM260,0
TMEM263,3
TMEM265,5
TMEM266,0
TMEM267,5
TMEM30A,5
TMEM35A,4
TMEM35B,5
TMEM37,0
TMEM38A,0
TMEM38B,4
TMEM39A,3
TMEM39B,3
TMEM41A,5
TMEM41B,3
TMEM42,4
TMEM43,0
TMEM44,1
TMEM44-AS1,1
TMEM45A,3
TMEM50A,1
TMEM51,4
TMEM52,4
TMEM53,3
TMEM54,4
TMEM59L,1
TMEM60,2
TMEM63B,0
TMEM63C,4
TMEM64,1
TMEM67,5
TMEM68,5
TMEM70,5
TMEM74,1
TMEM74B,3
TMEM79,3
TMEM80,5
TMEM81,1
TMEM86A,4
TMEM86B,1
TMEM87A,5
TMEM8B,0
TMEM94,0
TMEM97,5
TMEM98,0
TMEM9B,2
TMEM9B-AS1,1
TMF1,3
TMOD1,1
TMOD2,4
TMPO-AS1,4
TMPPE,4
TMPRSS9,1
TMSB10,4
TMSB15A,1
TMT1A,4
TMT1B,1
TMTC1,2
TMTC2,5
TMTC4,0
TMUB1,4
TMUB2,5
TMX1,5
TMX4,2
TNC,2
TNFAIP1,0
TNFAIP2,4
TNFAIP3,5
TNFAIP8,5
TNFAIP8L1,4
TNFAIP8L3,1
TNFRSF11A,2
TNFRSF19,0
TNFRSF1A,5
TNFRSF25,4
TNFSF13,5
TNFSF4,4
TNFSF9,1
TNIK,0
TNIP2,2
TNK2,0
TNNI3,1
TNNT1,0
TNPO1,2
TNPO3,0
TNRC18,0
TNRC6A,0
TNRC6B,4
TNS1,0
TNS2,1
TNS2-AS1,4
TNS3,0
TOB2,5
TOB2P1,5
TOE1,5
TOGARAM1,3
TOLLIP,1
TOM1L1,0
TOMM20,2
TOMM34,2
TOMM40L,4
TOMM5,5
TOMM6,4
TOMM7,4
TOMM70,4
TOP1MT,0
TOP2B,0
TOP3A,4
TOP3B,4
TOP6BL,0
TOPORS,5
TOR1A,5
TOR1AIP2,5
TOR4A,1
TOX,1
TOX2,2
TOX3,5
TP53BP1,0
TP53I11,4
TP53I13,4
TP53INP2,3
TP53RK,5
TP53TG1,2
TP73,2
TPBG,3
TPGS1,4
TPGS2,4
TPI1P2,1
TPK1,1
TPM1,0
TPM2,5
TPM3,2
TPM3P9,0
TPMT,4
TPP1,2
TPPP,0
TPPP3,4
TPR,4
TPRA1,4
TPRG1L,4
TPRKB,5
TPRN,4
TPST1,3
TPST2,2
TPT1,0
TPT1-AS1,5
TPTE2P1,1
TPTEP1,4
TRA2A,5
TRA2B,5
TRABD,0
TRABD2A,5
TRABD2B,5
TRADD,4
TRAF1,5
TRAF3,2
TRAF3IP3,3
TRAF4,1
TRAF5,3
TRAF6,5
TRAF7,0
TRAFD1,5
TRAIP,5
TRAK2,4
TRAM1,3
TRAM1L1,5
TRAM2-AS1,1
TRAP1,0
TRAPPC1,4
TRAPPC10,0
TRAPPC12,4
TRAPPC13,5
TRAPPC14,3
TRAPPC2,5
TRAPPC2B,5
TRAPPC3,0
TRAPPC4,5
TRAPPC5,2
TRAPPC6A,1
TRAPPC8,0
TRAPPC9,0
TRERF1,0
TREX1,4
TREX2,1
TRG-AS1,1
TRHDE,4
TRHDE-AS1,4
TRIB1,5
TRIB3,4
TRIM11,5
TRIM13,5
TRIM16L,4
TRIM17,5
TRIM2,0
TRIM21,5
TRIM23,4
TRIM24,5
TRIM25,2
TRIM28,0
TRIM32,5
TRIM33,4
TRIM35,5
TRIM36,5
TRIM38,5
TRIM4,5
TRIM45,4
TRIM46,4
TRIM47,4
TRIM5,3
TRIM52,3
TRIM56,4
TRIM58,1
TRIM59,5
TRIM6,1
TRIM65,4
TRIM66,5
TRIM68,5
TRIM7,1
TRIM71,4
TRIO,0
TRIOBP,1
TRIP10,5
TRIP11,3
TRIP12,0
TRIP4,5
TRIP6,2
TRIQK,5
TRIT1,5
TRMO,4
TRMT1,4
TRMT10B,5
TRMT10C,5
TRMT11,5
TRMT112,5
TRMT13,5
TRMT1L,5
TRMT2A,4
TRMT2B,1
TRMT44,3
TRMT5,5
TRMT61A,5
TRMT61B,4
TRMT9B,4
TRNAU1AP,5
TRNP1,1
TRNT1,5
TROAP,5
TRPA1,0
TRPC1,5
TRPC3,1
TRPM4,4
TRPM6,5
TRPS1,5
TRPT1,3
TRPV1,5
TRPV4,1
TRRAP,2
TRUB1,4
TRUB2,5
TSACC,1
TSC2,0
TSC22D1,4
TSC22D1-AS1,4
TSC22D2,4
TSC22D3,5
TSC22D4,4
TSEN2,5
TSEN54,0
TSFM,5
TSG101,2
TSGA10,1
TSIX,3
TSKU,5
TSLP,3
TSNARE1,4
TSNAXIP1,3
TSPAN10,4
TSPAN11,1
TSPAN14,0
TSPAN17,2
TSPAN18,4
TSPAN2,4
TSPAN31,4
TSPAN33,2
TSPAN4,0
TSPAN5,4
TSPAN7,2
TSPAN9,0
TSPO,4
TSPYL2,3
TSPYL4,1
TSR3,4
TSSC4,4
TSSK3,5
TSSK4,3
TSSK6,3
TST,5
TSTD2,5
TSTD3,3
TTC1,5
TTC12,1
TTC13,2
TTC14,3
TTC21A,3
TTC28,0
TTC3,0
TTC31,1
TTC32,1
TTC33,5
TTC39A,4
TTC39B,1
TTC3P1,0
TTC4,1
TTC41P,5
TTC5,0
TTC7A,0
TTC7B,0
TTC8,5
TTC9C,5
TTF1,5
TTI1,5
TTI2,5
TTK,5
TTL,0
TTLL1,4
TTLL11,4
TTLL12,0
TTLL2,3
TTLL3,1
TTLL5,0
TTLL7,3
TTN,5
TTN-AS1,1
TTPA,4
TTPAL,5
TTYH2,2
TTYH3,0
TUBA1B,4
TUBA4A,1
TUBA8,1
TUBB1,4
TUBB2A,4
TUBB2B,0
TUBB3,2
TUBB4A,4
TUBB6,0
TUBBP5,4
TUBD1,5
TUBE1,5
TUBG2,5
TUBGCP2,2
TUBGCP4,0
TUBGCP5,1
TUBGCP6,4
TUFM,2
TUFT1,5
TULP4,5
TUSC1,4
TUSC3,0
TUT1,4
TVP23B,3
TVP23C,3
TWF1,5
TWIST1,5
TWIST2,4
TWNK,5
TXLNA,5
TXLNG,4
TXN,0
TXNDC11,3
TXNDC12,2
TXNDC15,3
TXNDC16,0
TXNDC17,5
TXNDC5,4
TXNDC9,5
TXNIP,5
TXNL1,5
TXNL4A,2
TXNRD2,4
TXNRD3,0
TYK2,0
TYMP,5
TYRO3,0
TYSND1,0
TYW1,5
TYW1B,3
TYW5,3
U2AF1,3
U2AF1L4,5
U2SURP,5
UACA,2
UAP1,3
UBA1,2
UBA52,0
UBA6-DT,5
UBA7,5
UBAC1,2
UBAC2,0
UBAC2-AS1,5
UBALD1,3
UBALD2,4
UBAP2L,0
UBASH3B,0
UBB,5
UBE2A,5
UBE2C,5
UBE2D1,5
UBE2D4,0
UBE2I,0
UBE2J1,4
UBE2J2,4
UBE2L6,1
UBE2M,4
UBE2N,5
UBE2O,0
UBE2Q1,0
UBE2Q2,5
UBE2Q2P1,1
UBE2QL1,1
UBE2R2,0
UBE2S,5
UBE2T,1
UBE2V1,3
UBE2W,5
UBE2Z,5
UBE3A,0
UBE3B,0
UBE3C,0
UBE4B,0
UBIAD1,5
UBL4A,2
UBL5,5
UBL7-DT,4
UBLCP1,5
UBN1,4
UBN2,3
UBOX5,3
UBQLN1,0
UBQLN1-AS1,3
UBQLN2,0
UBR4,0
UBR5,0
UBTD1,0
UBXN1,0
UBXN11,4
UBXN2A,5
UBXN4,3
UBXN7,4
UBXN8,5
UCHL1,0
UCHL5,5
UCK2,5
UCKL1,4
UCKL1-AS1,4
UCP2,2
UCP3,4
UFL1,3
UFM1,3
UFSP1,1
UFSP2,5
UGCG,5
UGDH,3
UGDH-AS1,3
UGT3A2,4
UHMK1,5
UHRF1,0
UHRF2,5
ULBP1,1
ULBP2,5
ULBP3,3
ULK4,1
UMPS,5
UNC119,5
UNC13B,0
UNC45A,2
UNC50,5
UNC5A,1
UNC5B,0
UNCX,5
UNG,4
UNKL,3
UPF3B,5
UPP1,5
UPRT,5
UQCC3,1
UQCC4,4
UQCC5,5
UQCC6,1
UQCR10,5
UQCR11,5
UQCRB,5
UQCRBP1,1
UQCRC1,2
UQCRC2,0
UQCRQ,1
URB1-AS1,1
URB2,4
URGCP,5
URM1,0
UROS,2
USB1,0
USE1,0
USF1,0
USF2,2
USF3,0
USH1C,0
USH1G,3
USO1,3
USP1,5
USP11,0
USP12,5
USP13,2
USP15,4
USP18,5
USP2,5
USP2-AS1,1
USP20,0
USP22,0
USP24,0
USP28,0
USP30,4
USP33,0
USP34,0
USP35,3
USP36,5
USP37,4
USP38,0
USP39,0
USP4,0
USP42,4
USP43,1
USP45,5
USP5,0
USP51,5
USP53,5
USP6,4
USP6NL,0
USP9X,2
UTF1,1
UTP11,5
UTP14A,5
UTP14C,4
UTP15,5
UTP20,0
UTP23,5
UTP25,5
UTP3,4
UTP4,5
UTP6,5
UTRN,0
UTS2R,3
UVRAG,0
UVSSA,4
UXS1,1
VAC14,2
VAMP1,5
VAMP2,4
VANGL1,4
VANGL2,0
VAPA,5
VASH1,0
VASH1-AS1,4
VASH2,0
VAT1,2
VAV1,4
VAV2,0
VAV3,4
VAX1,1
VAX2,1
VCAN,0
VCF1,5
VCL,0
VCPIP1,5
VCPKMT,5
VDAC2,0
VEGFA,5
VEGFB,0
VEGFC,5
VEZF1,5
VGLL2,0
VGLL3,0
VHL,5
VILL,1
VIM,0
VIM-AS1,1
VIPAS39,3
VIPR1,1
VIRMA,0
VKORC1L1,5
VLDLR,0
VMA21,5
VMAC,4
VMP1,4
VOPP1,2
VPS11,0
VPS13A,4
VPS13B,0
VPS13C,4
VPS16,0
VPS18,0
VPS26B,0
VPS28,0
VPS29,5
VPS37A,5
VPS37B,1
VPS37C,5
VPS37D,4
VPS39,0
VPS45,5
VPS4B,5
VPS51,2
VPS53,0
VPS72,5
VPS9D1-AS1,4
VRK1,5
VRK2,5
VSIG10,2
VSIG10L,1
VSIR,3
VSNL1,1
VSTM2L,1
VSTM4,4
VTI1A,0
VTI1B,0
VWA1,4
VWA5B2,4
VWA8,4
VWDE,3
WAC-AS1,0
WARS1,2
WARS2,5
WASH2P,3
WASH3P,4
WASH7P,4
WASHC1,1
WASHC2C,4
WASHC5,0
WASIR2,5
WASL,5
WBP1,3
WBP11,0
WBP1L,2
WBP4,5
WDCP,5
WDFY3,0
WDFY3-AS2,0
WDPCP,3
WDR1,0
WDR11,4
WDR13,0
WDR17,0
WDR18,4
WDR19,0
WDR20,5
WDR24,4
WDR25,4
WDR27,3
WDR36,5
WDR37,5
WDR43,5
WDR44,5
WDR45,5
WDR53,5
WDR54,0
WDR55,0
WDR5B,5
WDR7,0
WDR73,5
WDR74,5
WDR75,4
WDR76,5
WDR81,0
WDR82,4
WDR83,3
WDR86,4
WDR89,3
WDR90,5
WDSUB1,5
WDTC1,0
WEE1,5
WFS1,3
WHAMM,4
WHAMMP3,4
WIPF2,5
WIPF3,1
WIPI1,1
WIPI2,0
WIZ,2
WLS,2
WNK1,0
WNK2,2
WNK3,4
WNK4,5
WNT10B,4
WNT11,1
WNT2B,3
WNT3A,0
WNT5A,0
WNT9A,1
WRAP53,0
WRAP73,0
WRN,5
WRNIP1,2
WSB2,0
WSCD1,0
WT1,5
WTAP,5
WTIP,4
WWC1,0
WWC2,0
WWOX,4
WWTR1,2
XAB2,5
XBP1,3
XIAP,3
XIST,3
XK,0
XKR6,3
XKRX,1
XNDC1N,5
XPA,1
XPNPEP1,4
XPNPEP3,0
XPO1,0
XPO4,0
XPO5,0
XPO7,0
XPOT,0
XRCC1,0
XRCC2,5
XRCC6,0
XRN2,2
XRRA1,3
XXYLT1,0
XYLT1,0
XYLT2,5
YAE1,5
YAP1,2
YARS1,4
YBEY,5
YBX1,4
YBX3,0
YBX3P1,0
YDJC,4
YEATS4,5
YIF1A,2
YIF1B,4
YIPF5,3
YIPF6,5
YJEFN3,4
YJU2,0
YJU2B,5
YLPM1,0
YME1L1,0
YOD1,5
YPEL1,0
YPEL2,4
YPEL3,4
YRDC,5
YTHDC2,4
YTHDF1,4
YTHDF2,5
YTHDF3,5
YWHAEP1,4
YWHAQ,2
YY1,5
YY1AP1,5
YY2,0
ZBED3,0
ZBED3-AS1,4
ZBED5,5
ZBED5-AS1,1
ZBED6,3
ZBTB1,5
ZBTB11,5
ZBTB11-AS1,4
ZBTB14,5
ZBTB16,4
ZBTB18,4
ZBTB20,3
ZBTB21,5
ZBTB24,5
ZBTB25,3
ZBTB26,3
ZBTB3,5
ZBTB33,0
ZBTB34,5
ZBTB37,5
ZBTB38,4
ZBTB39,4
ZBTB4,3
ZBTB40,4
ZBTB41,5
ZBTB42,4
ZBTB43,5
ZBTB45,3
ZBTB46,4
ZBTB47,1
ZBTB48,3
ZBTB49,5
ZBTB5,5
ZBTB6,5
ZBTB7A,5
ZBTB7B,4
ZBTB8A,3
ZBTB8B,5
ZC2HC1A,1
ZC2HC1C,4
ZC3H10,5
ZC3H11C,1
ZC3H12A,3
ZC3H12C,3
ZC3H15,5
ZC3H3,4
ZC3H4,4
ZC3H6,3
ZC3H7B,0
ZC3H8,5
ZC3HC1,4
ZCCHC10,5
ZCCHC12,0
ZCCHC14,0
ZCCHC18,1
ZCCHC24,0
ZCCHC4,5
ZCCHC7,5
ZCCHC8,5
ZCCHC9,5
ZCWPW1,4
ZDBF2,4
ZDHHC1,5
ZDHHC11,5
ZDHHC11B,3
ZDHHC12,0
ZDHHC12-DT,4
ZDHHC13,5
ZDHHC16,2
ZDHHC17,3
ZDHHC18,0
ZDHHC2,0
ZDHHC20,0
ZDHHC21,4
ZDHHC22,1
ZDHHC23,5
ZDHHC24,1
ZDHHC5,4
ZDHHC7,0
ZDHHC8,4
ZDHHC9,2
ZEB1-AS1,5
ZEB2,4
ZER1,0
ZFAND2A,5
ZFAND2A-DT,5
ZFAND3,0
ZFAND4,1
ZFAND5,5
ZFAND6,5
ZFAS1,5
ZFAT,0
ZFC3H1,4
ZFHX2,4
ZFHX4,4
ZFP1,5
ZFP14,1
ZFP2,1
ZFP28,1
ZFP30,5
ZFP36,3
ZFP36L1,5
ZFP36L2,5
ZFP37,5
ZFP62,5
ZFP69,5
ZFP69B,5
ZFP82,1
ZFP90,5
ZFPL1,4
ZFPM1,0
ZFPM2,5
ZFTA,0
ZFTRAF1,4
ZFX,5
ZFYVE1,5
ZFYVE21,5
ZFYVE27,4
ZFYVE28,5
ZGLP1,3
ZGPAT,4
ZGRF1,5
ZIC1,5
ZIC2,5
ZIC3,5
ZIC5,5
ZIK1,5
ZKSCAN1,5
ZKSCAN2,5
ZKSCAN3,4
ZKSCAN4,5
ZKSCAN5,5
ZKSCAN8,5
ZKSCAN8P1,1
ZMAT5,0
ZMIZ1,0
ZMIZ2,0
ZMYM1,5
ZMYM5,5
ZMYM6,3
ZMYND10,5
ZMYND11,5
ZMYND8,5
ZNF10,5
ZNF101,5
ZNF106,0
ZNF107,5
ZNF112,5
ZNF114,1
ZNF117,4
ZNF12,4
ZNF121,5
ZNF124,4
ZNF131,5
ZNF132,1
ZNF133,5
ZNF134,5
ZNF136,5
ZNF137P,3
ZNF138,5
ZNF14,5
ZNF140,5
ZNF142,4
ZNF143,5
ZNF146,5
ZNF148,5
ZNF155,5
ZNF157,5
ZNF16,5
ZNF160,1
ZNF165,3
ZNF169,3
ZNF17,5
ZNF174,5
ZNF175,5
ZNF18,5
ZNF180,5
ZNF181,5
ZNF182,5
ZNF184,3
ZNF185,0
ZNF189,5
ZNF19,5
ZNF195,5
ZNF197,5
ZNF2,5
ZNF200,4
ZNF202,5
ZNF204P,4
ZNF205,4
ZNF211,3
ZNF212,5
ZNF213,3
ZNF213-AS1,4
ZNF214,5
ZNF215,4
ZNF217,5
ZNF219,4
ZNF22,5
ZNF22-AS1,1
ZNF221,3
ZNF222,3
ZNF223,5
ZNF224,5
ZNF225,3
ZNF225-AS1,3
ZNF226,5
ZNF227,5
ZNF23,3
ZNF230,5
ZNF232,5
ZNF232-AS1,3
ZNF233,5
ZNF234,5
ZNF235,5
ZNF239,5
ZNF24,5
ZNF248,3
ZNF25,3
ZNF250,1
ZNF252P,1
ZNF254,5
ZNF256,5
ZNF26,3
ZNF260,5
ZNF263,5
ZNF264,5
ZNF266,5
ZNF267,5
ZNF268,4
ZNF273,4
ZNF274,5
ZNF275,4
ZNF277,1
ZNF28,5
ZNF280C,5
ZNF280D,5
ZNF281,4
ZNF282,4
ZNF283,3
ZNF284,1
ZNF285,1
ZNF286A,3
ZNF286B,1
ZNF287,4
ZNF292,5
ZNF296,1
ZNF3,5
ZNF30,5
ZNF300,5
ZNF302,5
ZNF304,5
ZNF316,4
ZNF317,5
ZNF319,1
ZNF32,1
ZNF320,3
ZNF322,5
ZNF324,5
ZNF324B,5
ZNF326,5
ZNF329,5
ZNF331,5
ZNF333,3
ZNF335,0
ZNF337,5
ZNF33A,3
ZNF33B,5
ZNF34,1
ZNF341,5
ZNF343,5
ZNF345,3
ZNF35,5
ZNF350,4
ZNF354A,1
ZNF354B,1
ZNF354C,0
ZNF358,0
ZNF365,1
ZNF367,4
ZNF37A,3
ZNF37BP,4
ZNF382,4
ZNF383,5
ZNF384,5
ZNF385C,4
ZNF391,5
ZNF394,5
ZNF395,0
ZNF396,3
ZNF397,5
ZNF398,5
ZNF404,0
ZNF407,2
ZNF407-AS1,4
ZNF408,5
ZNF41,5
ZNF410,5
ZNF414,4
ZNF416,5
ZNF417,3
ZNF419,5
ZNF420,5
ZNF423,0
ZNF425,3
ZNF426,5
ZNF428,5
ZNF429,3
ZNF430,5
ZNF431,3
ZNF432,5
ZNF433,1
ZNF436,5
ZNF436-AS1,4
ZNF438,5
ZNF44,3
ZNF440,5
ZNF441,5
ZNF443,5
ZNF444,3
ZNF445,4
ZNF446,3
ZNF449,3
ZNF45,2
ZNF451,5
ZNF460,5
ZNF461,5
ZNF462,4
ZNF467,4
ZNF468,3
ZNF470,1
ZNF471,4
ZNF473,5
ZNF48,5
ZNF480,5
ZNF483,4
ZNF484,3
ZNF485,5
ZNF490,3
ZNF493,3
ZNF497,3
ZNF500,5
ZNF501,3
ZNF502,1
ZNF503,5
ZNF503-AS2,5
ZNF506,5
ZNF507,5
ZNF510,3
ZNF512,4
ZNF513,4
ZNF514,5
ZNF516,0
ZNF516-AS1,0
ZNF517,5
ZNF518A,5
ZNF518B,5
ZNF519,5
ZNF524,1
ZNF525,3
ZNF526,5
ZNF527,5
ZNF529,5
ZNF529-AS1,5
ZNF530,5
ZNF532,0
ZNF536,0
ZNF540,3
ZNF543,5
ZNF544,4
ZNF546,5
ZNF547,3
ZNF548,5
ZNF549,5
ZNF550,3
ZNF551,5
ZNF552,5
ZNF554,5
ZNF555,5
ZNF557,5
ZNF559,5
ZNF561,5
ZNF561-AS1,3
ZNF562,5
ZNF563,1
ZNF564,3
ZNF565,5
ZNF566,5
ZNF566-AS1,4
ZNF567,5
ZNF567-DT,1
ZNF568,5
ZNF569,1
ZNF57,5
ZNF570,5
ZNF571,5
ZNF572,5
ZNF573,3
ZNF574,5
ZNF576,5
ZNF577,3
ZNF579,5
ZNF580,1
ZNF581,5
ZNF582,5
ZNF582-DT,1
ZNF583,5
ZNF584,5
ZNF585A,5
ZNF585B,3
ZNF586,3
ZNF587,3
ZNF587B,5
ZNF589,5
ZNF593,5
ZNF594,5
ZNF595,5
ZNF596,3
ZNF597,5
ZNF598,0
ZNF599,2
ZNF605,3
ZNF606,3
ZNF607,5
ZNF608,4
ZNF609,0
ZNF611,4
ZNF613,5
ZNF614,5
ZNF615,5
ZNF616,3
ZNF618,0
ZNF619,5
ZNF620,5
ZNF621,5
ZNF622,3
ZNF623,1
ZNF624,3
ZNF627,5
ZNF628,5
ZNF629,4
ZNF630,3
ZNF639,5
ZNF641,1
ZNF644,5
ZNF646,4
ZNF649,5
ZNF652,5
ZNF653,4
ZNF654,5
ZNF655,5
ZNF658,5
ZNF658B,5
ZNF664,0
ZNF668,5
ZNF670,5
ZNF672,4
ZNF674,5
ZNF674-AS1,5
ZNF675,5
ZNF678,4
ZNF680,1
ZNF681,5
ZNF684,5
ZNF687,5
ZNF688,1
ZNF689,5
ZNF691,5
ZNF692,5
ZNF695,5
ZNF696,5
ZNF697,3
ZNF699,5
ZNF7,5
ZNF70,5
ZNF700,3
ZNF701,5
ZNF703,4
ZNF704,0
ZNF706,5
ZNF708,5
ZNF709,5
ZNF71,5
ZNF710,0
ZNF711,5
ZNF713,5
ZNF714,5
ZNF717,5
ZNF721,5
ZNF724,5
ZNF736,5
ZNF737,1
ZNF738,5
ZNF74,5
ZNF740,5
ZNF746,5
ZNF747,1
ZNF749,5
ZNF75A,5
ZNF75D,4
ZNF761,3
ZNF764,5
ZNF765,5
ZNF766,5
ZNF767P,5
ZNF768,4
ZNF77,5
ZNF770,5
ZNF771,4
ZNF772,5
ZNF773,3
ZNF774,1
ZNF775,4
ZNF776,5
ZNF777,5
ZNF778,4
ZNF780A,3
ZNF780B,3
ZNF782,5
ZNF783,5
ZNF784,5
ZNF785,3
ZNF786,5
ZNF787,5
ZNF789,3
ZNF79,5
ZNF790,5
ZNF791,5
ZNF792,5
ZNF793,1
ZNF799,5
ZNF8,3
ZNF800,5
ZNF804A,5
ZNF805,5
ZNF808,1
ZNF81,4
ZNF813,3
ZNF814,5
ZNF816,5
ZNF821,3
ZNF823,5
ZNF827,5
ZNF829,5
ZNF830,5
ZNF833P,4
ZNF836,3
ZNF837,1
ZNF839,4
ZNF84,5
ZNF841,3
ZNF845,3
ZNF846,5
ZNF850,5
ZNF852,1
ZNF853,0
ZNF862,3
ZNF865,5
ZNF879,5
ZNF883,1
ZNF888,5
ZNF891,3
ZNF91,3
ZNF92,5
ZNG1C,1
ZNG1F,5
ZNHIT2,5
ZNHIT6,4
ZNRD2-DT,3
ZNRF1,1
ZNRF2P1,4
ZNRF3,5
ZP3,1
ZRANB1,0
ZRANB2,5
ZRANB2-AS1,5
ZRSR2,4
ZSCAN12,5
ZSCAN12P1,3
ZSCAN16,5
ZSCAN16-AS1,3
ZSCAN18,1
ZSCAN2,5
ZSCAN20,5
ZSCAN21,5
ZSCAN22,5
ZSCAN23,3
ZSCAN25,5
ZSCAN26,3
ZSCAN29,5
ZSCAN30,3
ZSCAN31,5
ZSCAN5A,5
ZSCAN9,5
ZSWIM1,5
ZSWIM3,5
ZSWIM4,4
ZSWIM6,5
ZSWIM7,1
ZSWIM8,4
ZSWIM9,0
ZUP1,5
ZW10,0
ZXDA,1
ZXDB,4
ZXDC,4
ZYG11B,4
ZYX,0
ZZEF1,0
ZZZ3,5
